Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
LR798287	-22.626373626373628	55.89602756760471	-130.0	82.0	-17.0	91	56	35	21	1.0	N		-	
NHGR01000066	-5.0	4.636809247747852	-10.0	1.0	-5.5	4	3	1	2	1.0	N		-	
BK017272	-10.0	6.381792281739725	-19.0	1.0	-12.0	11	10	1	9	1.0	N		-	
SPRA01000003	-84.2	21.609257275528932	-100.0	-42.0	-93.0	5	5	0	5	42.0	N		-	
NZ_VDDA01000002	74.5530303030303	177.3643875631908	-170.0	462.0	13.0	132	62	70	-8	3.0	N		-	
BK016121	25.0	28.678292216316585	-28.0	62.0	29.5	18	4	14	-10	2.0	N		-	
JAOKRP010000002	-3.0	4.898979485566356	-12.0	4.0	-2.5	10	7	3	4	1.0	N		-	
MK820013	17.26923076923077	11.59097026637444	-2.0	41.0	14.5	26	1	25	-24	2.0	N		-	
NZ_SUIB01000038	29.235294117647058	23.692961009212905	-7.0	70.0	27.0	17	2	15	-13	2.0	N		-	
NZ_JAGYPM010000004	-37.20422535211268	209.50557284370487	-357.0	326.0	-57.0	142	81	61	20	1.0	N		-	
DUHZ01000043	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
MK380014	-22.08823529411765	12.558961288678256	-47.0	-1.0	-20.5	34	34	0	34	1.0	N		-	
JAPLTZ010000143	-6.0	0.0	-6.0	-6.0	-6.0	1	1	0	1	6.0	N		-	
NC_055706	-22.571428571428573	14.666357448812112	-48.0	-2.0	-24.0	7	7	0	7	2.0	N		-	
DATDDG010000783	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
MK016664	89.07594936708861	75.54289118711851	-22.0	198.0	73.0	79	13	66	-53	1.0	N		-	
BDSW01000143	3.5	1.5	2.0	5.0	3.5	2	0	2	-2	2.0	N		-	
BK017141	6.615384615384615	5.0617488850344925	-2.0	14.0	7.0	13	2	11	-9	1.0	N		-	
NZLH01000017	-0.25	3.5619517121937516	-7.0	5.0	0.0	8	4	4	0	1.0	N		-	
MZ333131	29.517241379310345	22.421696219410542	-2.0	75.0	25.0	29	2	27	-25	1.0	N		-	
DNNM01000223	-4.0	2.5495097567963922	-7.0	-1.0	-4.0	4	4	0	4	1.0	N		-	
NZAB01000135	12.571428571428571	8.304166645333497	1.0	24.0	11.0	14	0	14	-14	1.0	N		-	
NZ_FOXB01000015	4.0	13.0	-9.0	17.0	4.0	2	1	1	0	9.0	N		-	
HQ633061	-57.23809523809524	47.72181767374507	-133.0	62.0	-64.0	84	72	12	60	1.0	N		-	
MZ603080	2.5	4.5	-2.0	7.0	2.5	2	1	1	0	2.0	N		-	
JAAWLJ010000181	-0.6	1.8547236990991407	-3.0	2.0	-1.0	5	3	2	1	1.0	N		-	
MK072136	11.0	2.0	9.0	13.0	11.0	2	0	2	-2	9.0	N		-	
MT949699	-4.6640625	70.46444996234693	-160.0	102.0	8.5	128	57	71	-14	1.0	N		-	
RGCK01000636	1.5	0.5	1.0	2.0	1.5	2	0	2	-2	1.0	N		-	
MK095605	2.0	17.76574292343615	-22.0	42.0	-3.0	37	21	16	5	1.0	N		-	
QMYV01000334	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
NZ_LGJH01000162	10.675	44.51482196976643	-54.0	92.0	0.0	40	20	20	0	1.0	N		-	
NZ_LQQP01000006	-36.69230769230769	35.829477798175354	-84.0	27.0	-42.0	13	10	3	7	10.0	N		-	
MK892697	2.7777777777777777	22.57224341618498	-21.0	39.0	-3.0	9	6	3	3	2.0	N		-	
NZ_FNNT01000004	41.08080808080808	135.25558871312816	-203.0	308.0	10.0	99	44	55	-11	1.0	N		-	
NZ_FTPU01000029	1.5	11.5	-10.0	13.0	1.5	2	1	1	0	10.0	N		-	
NZ_JBAZQQ010000013	8.785714285714286	12.706458264703548	-10.0	32.0	6.5	14	3	11	-8	1.0	N		-	
JAVYNI010000021	-9.0	6.377042156569663	-18.0	2.0	-9.0	6	5	1	4	2.0	N		-	
NC_015717	1097.8660130718954	1257.399940153682	-1116.0	3330.0	1028.0	612	148	464	-316	1.0	N		-	
LR796580	9.416666666666666	16.78272094215423	-20.0	30.0	16.5	24	9	15	-6	2.0	N		-	
LR798288	23.23404255319149	57.37695911120816	-90.0	124.0	36.0	94	34	60	-26	1.0	N		-	
PP209424	-10.457943925233645	64.88368894490864	-143.0	115.0	-14.0	107	64	43	21	1.0	N		-	
JAGCOX010000063	-14.777777777777779	11.993310892861883	-34.0	3.0	-13.0	18	16	2	14	1.0	N		-	
JABWCA010000004	3.3333333333333335	2.0548046676563256	1.0	6.0	3.0	3	0	3	-3	1.0	N		-	
NZ_CP034791	1246.3085501858736	789.6787224703686	-84.0	2589.0	1212.5	538	25	513	-488	6.0	N		-	
BK033224	-3.5	5.484827557301444	-11.0	6.0	-4.5	12	9	3	6	1.0	N		-	
BK048658	31.375	13.056966531319594	11.0	49.0	32.5	8	0	8	-8	11.0	N		-	
NC_048175	-12.9	12.926329718833573	-38.0	6.0	-9.5	30	24	6	18	1.0	N		-	
NZ_NGFN01000071	-9.217391304347826	8.010626213046129	-22.0	6.0	-10.0	23	19	4	15	2.0	N		-	
JACNHO010000020	33.06122448979592	20.80660036884421	-5.0	69.0	34.0	49	4	45	-41	1.0	N		-	
NC_075036	395.982905982906	316.7429053410083	-188.0	999.0	360.0	117	11	106	-95	3.0	N		-	
JACRPT010000004	-18.375	16.85925191104279	-42.0	8.0	-21.5	8	6	2	4	6.0	N		-	
PALX01000025	26.333333333333332	20.831599927887332	-2.0	64.0	23.0	15	2	13	-11	1.0	N		-	
VAFL01000015	-46.27906976744186	27.88458403924369	-88.0	-1.0	-52.0	43	43	0	43	1.0	N		-	
NZIR01000025	-3.3125	8.067827697094181	-16.0	9.0	-3.5	16	10	6	4	1.0	N		-	
NZ_RCTG01000096	4.428571428571429	2.4411439272335804	1.0	8.0	4.0	7	0	7	-7	1.0	N		-	
NZ_LT907975	1217.5140415140415	1173.092412301944	-667.0	3198.0	1166.0	819	200	619	-419	1.0	N		-	
NZ_PIQW01000001	47.13461538461539	57.66449008843973	-38.0	190.0	34.5	52	11	41	-30	2.0	N		-	
NZ_MAUH01000001	8.505747126436782	134.44520941553338	-233.0	253.0	7.0	87	41	46	-5	1.0	N		-	
KT160311	-9.736842105263158	18.00830833185253	-43.0	28.0	-10.5	38	26	12	14	1.0	N		-	
MZ043613	-3.3773584905660377	34.11701640115629	-67.0	80.0	-8.0	53	31	22	9	1.0	N		-	
NZ_BMJZ01000005	-43.50704225352113	89.04641505930324	-203.0	106.0	-27.0	71	47	24	23	1.0	N		-	
NZ_LT605205	-49.16984732824427	971.0687233284235	-1671.0	1643.0	-74.0	524	267	257	10	4.0	N		-	
NZAS01000130	2.1538461538461537	6.619855376600049	-8.0	12.0	2.0	13	5	8	-3	1.0	N		-	
NZRF01000122	-12.25	10.848386976873567	-23.0	3.0	-14.5	4	3	1	2	3.0	N		-	
NZ_MAMP01000012	203.66355140186917	137.0538432924058	-26.0	393.0	219.0	107	12	95	-83	1.0	N		-	
JADNYJ010000046	23.5	6.5	17.0	30.0	23.5	2	0	2	-2	17.0	N		-	
JACQRL010000198	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
NZZC01000172	-0.625	8.380595145930867	-14.0	9.0	3.0	8	3	5	-2	2.0	N		-	
MK892785	8.608695652173912	12.310261292161325	-14.0	28.0	10.0	23	6	17	-11	1.0	N		-	
NC_019521	-142.94736842105263	73.56401223821037	-285.0	2.0	-146.0	57	56	1	55	2.0	N		-	
NZ_FQWY01000029	-16.0	5.0	-21.0	-11.0	-16.0	2	2	0	2	11.0	N		-	
NC_031927	145.55855855855856	78.94537793323524	-1.0	263.0	154.0	111	1	110	-109	1.0	N		-	
NZ_WKKI01000003	-22.83783783783784	57.033187831682476	-125.0	73.0	-23.0	37	24	13	11	4.0	N		-	
NC_048029	6.928571428571429	11.028950770678088	-22.0	27.0	7.5	28	7	21	-14	1.0	N		-	
NZ_AYYH01000084	-3.4285714285714284	3.7361990944634345	-8.0	2.0	-5.0	7	5	2	3	1.0	N		-	
JANWYV010000002	24.0	4.0	20.0	28.0	24.0	2	0	2	-2	20.0	N		-	
NZ_WTYV01000005	128.58823529411765	89.66641368954508	-13.0	276.0	141.0	34	3	31	-28	1.0	N		-	
DATIJN010000085	-2.3333333333333335	1.9720265943665387	-5.0	1.0	-2.5	6	5	1	4	1.0	N		-	
BK059098	3.588235294117647	13.788566548921915	-17.0	28.0	1.0	17	8	9	-1	1.0	N		-	
NC_007090	75.28301886792453	625.0466511603238	-978.0	1100.0	7.0	106	52	54	-2	1.0	N		-	
NZ_JBFBDW010000001	-177.375	112.39525216099359	-392.0	-5.0	-184.0	48	48	0	48	5.0	N		-	
JAAZBG010000028	10.285714285714286	7.303898874950981	-2.0	20.0	9.0	7	1	6	-5	2.0	N		-	
LR796544	19.38888888888889	17.544036305153476	-2.0	50.0	15.5	18	2	16	-14	1.0	N		-	
NW_024704751	193.87878787878788	325.3541434206041	-155.0	741.0	135.0	33	15	18	-3	90.0	N		-	
JACCWO010000698	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
MK072508	29.0	0.0	29.0	29.0	29.0	1	0	1	-1	29.0	N		-	
MG752970	-165.26829268292684	154.47498669678288	-414.0	69.0	-182.0	123	97	26	71	6.0	N		-	
NZ_NUQY01000043	-10.627906976744185	19.42429940170715	-46.0	32.0	-10.0	43	31	12	19	1.0	N		-	
NZ_JABXXQ010000186	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
BK036873	-11.928571428571429	8.955957998643662	-23.0	4.0	-15.0	14	12	2	10	3.0	N		-	
NZ_JAGIPY010000024	22.357142857142858	22.949034037739064	-20.0	53.0	24.0	14	3	11	-8	6.0	N		-	
BK041697	-2.0	7.0	-14.0	5.0	0.5	8	4	4	0	1.0	N		-	
NC_070967	-58.01282051282051	97.5302048663668	-293.0	63.0	-37.5	78	49	29	20	1.0	N		-	
NZ_JALJXG010000001	-1560.7446808510638	1416.0989101266832	-3927.0	926.0	-1541.5	658	531	127	404	2.0	N		-	
NC_022549	868.238726790451	493.1215853282853	-19.0	1666.0	885.0	377	8	369	-361	2.0	N		-	
MK373793	-5.095238095238095	15.04091170585449	-38.0	22.0	-5.5	42	26	16	10	1.0	N		-	
LSSB01000084	-16.75	9.883698700385398	-31.0	-2.0	-18.0	8	8	0	8	2.0	N		-	
LR796204	15.222222222222221	16.143645311719943	-11.0	38.0	16.0	27	6	21	-15	1.0	N		-	
RFWC01000079	-0.3333333333333333	2.6246692913372702	-4.0	2.0	1.0	3	1	2	-1	1.0	N		-	
MK892795	3.2222222222222223	19.920830960902194	-31.0	33.0	3.0	27	12	15	-3	1.0	N		-	
MG757155	24.363636363636363	21.182208345996955	-8.0	78.0	19.5	44	5	39	-34	1.0	N		-	
NC_024486	-4.0	3.0	-7.0	-1.0	-4.0	2	2	0	2	1.0	Y	-1.0	phrog_1907	-1.0
LR796537	16.482758620689655	12.322171465751936	-6.0	37.0	18.0	29	4	25	-21	1.0	N		-	
JAAZKP010000054	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
NC_005262	-15.13953488372093	23.36124936463566	-58.0	17.0	-8.0	43	28	15	13	1.0	N		-	
LR796388	-36.23529411764706	50.2117040630319	-104.0	77.0	-45.0	85	68	17	51	1.0	N		-	
BK016585	-5.3	4.539823785126467	-11.0	3.0	-6.5	10	8	2	6	1.0	N		-	
DPNL01000160	-1.5	2.5	-5.0	2.0	-1.5	6	4	2	2	1.0	N		-	
NZ_CP063191	541.265306122449	555.4691155762101	-417.0	1561.0	466.0	343	60	283	-223	1.0	N		-	
DTXD01000185	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NZ_WWKE01000868	3.5	0.5	3.0	4.0	3.5	2	0	2	-2	3.0	N		-	
VGGS01000006	4.0	4.123105625617661	-2.0	11.0	3.5	10	2	8	-6	1.0	N		-	
LC554890	70.78205128205128	78.56120387803767	-38.0	231.0	56.0	78	20	58	-38	4.0	N		-	
NZRO01000042	-0.8571428571428571	2.899683304312063	-6.0	3.0	-1.0	7	4	3	1	1.0	N		-	
NC_069155	29.512820512820515	16.708468288790804	-4.0	54.0	32.0	39	3	36	-33	1.0	N		-	
JAFZDT010000078	7.7272727272727275	5.010732283462062	-2.0	14.0	9.0	11	1	10	-9	1.0	N		-	
JAGBXP010000034	-4.285714285714286	2.3733211036908783	-8.0	-1.0	-4.0	7	7	0	7	1.0	N		-	
MG592434	-3.235294117647059	19.04956201986778	-44.0	27.0	-5.0	34	20	14	6	2.0	N		-	
DASRDU010000123	24.666666666666668	20.428737928059416	-9.0	54.0	33.0	9	2	7	-5	3.0	N		-	
NC_033624	-667.9222222222222	553.7631107608254	-1507.0	241.0	-602.0	90	72	18	54	4.0	N		-	
QMSG01000298	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
JAKUSJ010000019	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	N		-	
NZ_FNGM01000034	31.772727272727273	15.971371598701273	6.0	54.0	35.5	22	0	22	-22	6.0	N		-	
JBAYUE010000068	5.25	5.673402858955108	1.0	15.0	2.5	4	0	4	-4	1.0	N		-	
NC_047799	-16.133333333333333	12.494621064904512	-37.0	4.0	-17.0	30	26	4	22	1.0	N		-	
NZ_AJRK01000367	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NZ_RBAH01000002	125.10344827586206	99.92612610205884	-37.0	301.0	127.5	58	7	51	-44	2.0	N		-	
NZ_CP011272	1788.8269938650308	1497.0020546625744	-762.0	4275.0	1733.0	815	119	696	-577	4.0	N		-	
MN855826	9.333333333333334	7.408703590297622	-1.0	16.0	13.0	3	1	2	-1	1.0	N		-	
NC_027988	32.30434782608695	20.61960819137875	2.0	71.0	33.0	23	0	23	-23	2.0	N		-	
VGTM01000170	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	N		-	
NZ_JACIBY010000011	65.32142857142857	60.720115266352906	-36.0	161.0	61.5	28	4	24	-20	2.0	N		-	
DRCE01000157	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
NC_023556	-32.348837209302324	22.20086287965867	-70.0	2.0	-29.0	43	41	2	39	1.0	N		-	
KM096544	-6.0	5.0	-11.0	-1.0	-6.0	2	2	0	2	1.0	Y	-1.0	phrog_1907	-1.0
MWDR01000170	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NZ_MTSE01000016	21.636363636363637	29.37615832075308	-11.0	70.0	8.0	11	4	7	-3	2.0	N		-	
JAMWBK010000007	57.904761904761905	176.91574663069338	-244.0	306.0	87.5	42	17	25	-8	4.0	N		-	
BK016086	50.64	139.72894140680614	-144.0	250.0	7.0	75	37	38	-1	7.0	N		-	
MZ643272	-68.6421052631579	60.3123302029961	-153.0	37.0	-87.0	95	75	20	55	1.0	N		-	
DUVE01000053	2.5	0.5	2.0	3.0	2.5	2	0	2	-2	2.0	N		-	
NZNK01000107	21.181818181818183	11.416241873418619	1.0	36.0	24.0	11	0	11	-11	1.0	N		-	
NHBN01000015	-1.6666666666666667	4.6067583203617515	-9.0	5.0	-1.5	12	7	5	2	1.0	N		-	
JAFWCC010000017	-2.8333333333333335	4.633812924819281	-9.0	8.0	-3.5	12	9	3	6	1.0	N		-	
NZ_JACIAZ010000013	-13.75	26.21426138574192	-53.0	24.0	-21.5	16	10	6	4	7.0	N		-	
LC469780	1.5	2.5	-1.0	4.0	1.5	2	1	1	0	1.0	Y	-1.0	phrog_1907	-1.0
MEQM01000011	-8.0	4.864839839775475	-14.0	-1.0	-9.5	6	6	0	6	1.0	N		-	
DPQA01000173	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_BAQA01000041	65.4074074074074	72.11218588101268	-56.0	177.0	55.0	27	6	21	-15	1.0	N		-	
BK015993	-6.0	4.0743097574926725	-13.0	1.0	-6.5	10	9	1	8	1.0	N		-	
NZ_MWPR01000057	15.391304347826088	9.738936333469503	-1.0	31.0	17.0	23	1	22	-21	1.0	N		-	
PP098962	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
OMOG01000085	-2.0	4.0	-6.0	2.0	-2.0	2	1	1	0	2.0	N		-	
OP030908	-27.539823008849556	175.75898800759919	-314.0	213.0	29.0	113	50	63	-13	3.0	N		-	
BK051574	2.3846153846153846	6.379516035881641	-7.0	16.0	2.0	13	5	8	-3	1.0	N		-	
MZ223858	-13.533333333333333	12.719364065165452	-38.0	5.0	-10.5	30	25	5	20	1.0	N		-	
BK054670	7.545454545454546	6.213820905685477	-3.0	15.0	10.0	11	2	9	-7	1.0	N		-	
BK018806	-7.909090909090909	6.402478858785094	-22.0	1.0	-9.0	11	10	1	9	1.0	N		-	
NZ_ACNU01000061	6.75	15.714245129817723	-20.0	22.0	12.5	8	2	6	-4	9.0	N		-	
NZOU01000019	2.0	5.259911279353167	-6.0	9.0	1.5	6	2	4	-2	1.0	N		-	
NC_023856	-48.96875	58.46125018708974	-146.0	43.0	-58.0	96	65	31	34	1.0	N		-	
NZ_RHQO01000019	-17.829787234042552	22.52782596052984	-63.0	33.0	-15.0	47	37	10	27	1.0	N		-	
JASEIR010000008	-10.75	3.5619517121937516	-16.0	-6.0	-10.5	4	4	0	4	6.0	N		-	
NZ_JAYCLI010000120	7.526315789473684	12.938593517692196	-13.0	30.0	9.0	19	6	13	-7	2.0	N		-	
MT028491	87.85593220338983	124.24315112070437	-67.0	320.0	50.5	118	39	79	-40	1.0	N		-	
NCAM01000214	-0.25	2.8613807855648994	-4.0	3.0	0.0	4	2	2	0	2.0	N		-	
DRKF01000191	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
JBAXKL010000202	0.6666666666666666	1.247219128924647	-1.0	2.0	1.0	3	1	2	-1	1.0	N		-	
BK029353	3.3333333333333335	6.1553951042064625	-6.0	10.0	5.5	6	2	4	-2	4.0	N		-	
NZ_KB442455	-0.8043478260869565	34.442529047434434	-61.0	54.0	5.5	46	19	27	-8	1.0	N		-	
QNEU01000073	3.0	0.816496580927726	2.0	4.0	3.0	3	0	3	-3	2.0	N		-	
DQPR01000081	2.875	3.2572035551988456	-2.0	8.0	3.0	8	2	6	-4	1.0	N		-	
OP074819	7.230769230769231	4.543022480071816	-1.0	14.0	7.0	13	1	12	-11	1.0	N		-	
LR796138	-23.833333333333332	15.109783438406904	-48.0	3.0	-22.5	12	11	1	10	3.0	N		-	
JAAZBH010000688	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1	4.0	N		-	
NC_011142	-22.91891891891892	23.42253290060476	-62.0	20.0	-21.0	37	31	6	25	1.0	N		-	
JAHCHE010000015	46.75	49.5258770745153	-29.0	142.0	43.5	16	3	13	-10	2.0	N		-	
LR796187	193.06	129.48272626107314	-62.0	410.0	203.5	150	19	131	-112	1.0	N		-	
NC_031008	6.0	4.971346468944376	-3.0	14.0	6.5	14	2	12	-10	1.0	N		-	
NZ_RBNH01000039	-8.0	0.0	-8.0	-8.0	-8.0	1	1	0	1	8.0	N		-	
CM007650	391.8469387755102	685.0043549994263	-813.0	2245.0	260.5	196	57	139	-82	14.0	N		-	
NZ_JALCZH010000001	1170.3414211438476	1060.768680559954	-681.0	2935.0	1257.0	577	110	467	-357	1.0	N		-	
MK072243	-33.5	27.631503759296198	-69.0	5.0	-36.5	8	7	1	6	3.0	N		-	
BK026954	6.923076923076923	5.902561874846424	-3.0	15.0	9.0	13	2	11	-9	1.0	N		-	
JAOKRE010000001	32.906976744186046	39.524389852159715	-23.0	104.0	36.0	43	12	31	-19	1.0	N		-	
GU943037	-17.0625	10.46105127365314	-38.0	-3.0	-15.5	16	16	0	16	3.0	N		-	
NZ_CP118164	-1192.5520231213873	1587.448066205799	-4124.0	1380.0	-984.5	692	501	191	310	2.0	N		-	
BK017257	-3.090909090909091	4.980955466110081	-11.0	6.0	-3.0	11	8	3	5	1.0	N		-	
NZ_JACVVP010000073	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MK892746	-23.071428571428573	15.18205842299336	-49.0	-1.0	-21.5	14	14	0	14	1.0	N		-	
NC_054969	-26.615384615384617	20.79030270079136	-71.0	5.0	-23.0	39	36	3	33	1.0	N		-	
NC_048660	-86.64634146341463	54.522846397616085	-184.0	-1.0	-85.5	82	82	0	82	1.0	N		-	
MK892641	20.666666666666668	11.766241729815194	7.0	37.0	21.0	9	0	9	-9	7.0	N		-	
BK047473	-73.5	54.33461143691008	-158.0	12.0	-65.5	30	27	3	24	8.0	N		-	
NC_021248	-113.35897435897436	102.7475090918952	-275.0	58.0	-142.0	39	30	9	21	1.0	N		-	
PAPZ01000020	1.8888888888888888	5.782049702781195	-5.0	12.0	1.0	9	4	5	-1	1.0	N		-	
DASPYK010000453	-2.5	2.5	-6.0	1.0	-2.5	4	3	1	2	1.0	N		-	
NW_019173788	-11.0	6.377042156569663	-20.0	-6.0	-7.0	3	3	0	3	6.0	N		-	
LC663051	16.526315789473685	12.483118794902396	-2.0	38.0	14.0	19	2	17	-15	1.0	N		-	
NZ_RBAH01000011	34.810810810810814	59.4460181367563	-55.0	145.0	31.0	37	12	25	-13	11.0	N		-	
NC_047847	17.90909090909091	18.211906921544713	-15.0	57.0	17.5	44	8	36	-28	1.0	N		-	
JAXEAR010000123	4.545454545454546	5.382862306577259	-7.0	12.0	5.0	11	2	9	-7	1.0	N		-	
NC_021558	8.81081081081081	18.869162369638325	-17.0	49.0	6.0	37	14	23	-9	2.0	N		-	
MK892540	33.904761904761905	18.52901138859137	9.0	62.0	29.0	21	0	21	-21	9.0	N		-	
MH673673	-68.69767441860465	52.22782599864903	-153.0	4.0	-61.0	43	40	3	37	1.0	N		-	
ON758385	31.42105263157895	99.01127835250502	-108.0	201.0	1.0	95	47	48	-1	1.0	N		-	
DOTW01000308	0.5714285714285714	3.5799897388976194	-5.0	6.0	1.0	7	3	4	-1	1.0	N		-	
NZ_JBIAJN010000016	-0.8285714285714286	41.01810451446024	-82.0	87.0	8.0	35	11	24	-13	1.0	N		-	
NC_017980	7.333333333333333	4.988876515698588	-2.0	15.0	7.0	15	1	14	-13	1.0	N		-	
JAFBAJ010000708	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
LR796745	23.764705882352942	13.045303016635826	-2.0	40.0	28.0	17	1	16	-15	2.0	N		-	
LR796439	24.63157894736842	30.755762021236364	-35.0	62.0	27.0	19	5	14	-9	1.0	N		-	
LR798214	9.235294117647058	11.948563348368095	-8.0	30.0	10.0	17	6	11	-5	1.0	N		-	
NC_000942	7.0	11.0	-4.0	18.0	7.0	2	1	1	0	4.0	N		-	
BK024152	7.454545454545454	7.011207085330487	-4.0	16.0	11.0	11	2	9	-7	1.0	N		-	
NC_027374	28.653465346534652	58.782437540807194	-67.0	168.0	22.0	101	36	65	-29	2.0	N		-	
PDPT01000002	-6.166666666666667	5.079916884709391	-11.0	4.0	-8.0	6	5	1	4	4.0	N		-	
DNHK01000407	-5.0	5.627314338711377	-11.0	3.0	-7.0	6	4	2	2	2.0	N		-	
MN908690	8.806451612903226	19.701677274002563	-28.0	51.0	7.0	31	12	19	-7	1.0	N		-	
JADYTM010000005	26.736842105263158	47.3506984389806	-75.0	96.0	38.0	19	4	15	-11	6.0	N		-	
NZ_JACHDZ010000002	198.4470588235294	169.01385295693808	-62.0	517.0	162.0	85	13	72	-59	1.0	N		-	
GG697240	-17.89090909090909	94.44357097851369	-172.0	163.0	-41.0	55	34	21	13	6.0	N		-	
RFSS01001037	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NC_028938	16.6	15.081114017207085	-1.0	42.0	14.0	5	1	4	-3	1.0	N		-	
NZ_CP017141	1318.9035989717224	1571.8507944498913	-1361.0	4016.0	1337.0	778	204	574	-370	1.0	N		-	
LC629455	103.52777777777777	91.18478982298379	-71.0	256.0	116.5	144	27	117	-90	1.0	N		-	
VMGV01000020	-12.857142857142858	9.030560359588062	-26.0	-1.0	-14.0	7	7	0	7	1.0	N		-	
NC_042355	2.966666666666667	16.172988454690604	-18.0	34.0	-2.5	30	16	14	2	1.0	N		-	
CM000131	-345.2916666666667	1022.559194666608	-1957.0	1118.0	-370.5	120	63	57	6	7.0	N		-	
KU682439	-99.51886792452831	74.73667371992417	-206.0	31.0	-110.0	106	96	10	86	1.0	N		-	
NC_023005	-14.575757575757576	12.88416999838527	-42.0	5.0	-15.0	33	28	5	23	1.0	N		-	
DRFP01000054	16.0	10.98483803552272	2.0	31.0	15.0	12	0	12	-12	2.0	N		-	
JAOKBZ010000003	-9.0	5.887840577551898	-17.0	-3.0	-7.0	3	3	0	3	3.0	N		-	
CAYV010000050	-41.04545454545455	32.89442792373432	-106.0	14.0	-44.5	22	19	3	16	1.0	N		-	
NZRF01000237	-13.333333333333334	9.366014212151411	-26.0	1.0	-14.0	12	11	1	10	1.0	N		-	
MH809530	4.797101449275362	51.29301438726074	-58.0	111.0	-15.0	69	41	28	13	1.0	N		-	
NC_029070	-9.551724137931034	11.186772382492334	-37.0	7.0	-8.0	29	22	7	15	1.0	N		phrog_9556	-21.0
NZ_QJSQ01000015	-38.73684210526316	57.028471287560585	-154.0	27.0	-16.5	38	24	14	10	1.0	N		-	
NKXO01000009	33.09090909090909	14.908536575060523	8.0	57.0	35.0	11	0	11	-11	8.0	N		-	
LR796199	-17.045454545454547	12.03584522366144	-34.0	4.0	-16.5	22	19	3	16	1.0	N		phrog_1252	-24.0
NZ_MDBX01000057	4.666666666666667	26.308004696500856	-52.0	48.0	10.5	36	10	26	-16	1.0	N		-	
NZ_FNQR01000016	-1.0476190476190477	27.159977891982358	-45.0	53.0	-5.0	21	11	10	1	2.0	N		-	
NC_048827	66.24324324324324	62.878220096105984	-31.0	151.0	82.5	74	18	56	-38	1.0	N		-	
LR796541	-10.266666666666667	12.95359238032275	-28.0	9.0	-6.0	15	11	4	7	1.0	N		-	
MWAO01000294	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1	3.0	N		-	
PAAX01000005	-39.18181818181818	26.59055943826059	-88.0	-4.0	-39.0	11	11	0	11	4.0	N		-	
MK892838	14.277777777777779	20.72520085830977	-14.0	42.0	19.5	18	8	10	-2	3.0	N		-	
DRSA01001243	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
LR797075	39.921052631578945	30.898289493575675	-16.0	106.0	40.5	38	4	34	-30	1.0	N		-	
LR797105	22.68421052631579	13.87558488697607	-3.0	42.0	25.0	19	2	17	-15	1.0	N		-	
LR796623	-13.1	24.82317465595406	-55.0	22.0	-13.5	20	12	8	4	3.0	N		-	
PAPA01000017	18.56756756756757	34.954828410656056	-53.0	85.0	20.5	74	23	51	-28	1.0	N		-	
NZ_BMVT01000042	-11.285714285714286	11.054595498373201	-28.0	2.0	-8.0	7	5	2	3	1.0	N		-	
NZ_CP124967	167.9711111111111	828.8206301385178	-1292.0	1543.0	224.0	450	197	253	-56	6.0	N		-	
LSSC01000050	23.714285714285715	28.78349867403835	-12.0	77.0	16.5	14	4	10	-6	3.0	N		-	
MK892758	-18.571428571428573	15.62224125305673	-47.0	4.0	-15.0	21	18	3	15	1.0	N		-	
MT499896	20.724489795918366	60.14451653839817	-91.0	115.0	24.0	98	32	66	-34	1.0	N		-	
